"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3711.12161977448","3792.63859345127","3966.76214229818","4093.87855955428","4260.96346079016","4461.84539725326","4675.13316125631","4920.25443768011","5149.25902611649","5431.88583058427","5794.12525654866","6015.09573582915","6139.67898913655","6334.5712788004","6648.42901856206","7033.91892170753","7606.75573398818","8219.48274929236","8820.71650563293","9131.49909819552","9522.50916306002","9686.0462638774","11092.7432596071","11221.3803859221","10895.9431672625","11512.4021442637","11192.3730101321","11014.4864791744","11639.2390898864","12260.7205373863","12607.0039529995","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16995.8059895832","17964.5960682369","18546.8361797397","18779.1239138842","19592.9700718492","20437.7081415386","21070.0356361168","21914.4227205986","22959.6497999552","23838.269915123","25314.4093592825","26494.36990927","27533.7373439965","27984.2167272568","29079.5701370281","30078.3677996335","32535.6739057695","34420.1744948296","35715.1128862779","34793.3212519926","35773.7314133327","37425.3719183064","37799.0387475638","38986.0722037896","39949.7122305502","41038.0338460797","43533.2362686333","45609.5086540805","47546.4423535742","48843.7414583026","47124.5660525089","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","813.445831229979","952.771261880118","1190.36456123059","1258.1221544904","1404.72365640027","1543.82033168704","1580.77081522997","1581.6082988375","1528.58365866223","1639.99834733719","1642.45989228575","1553.45551980097","1547.72245393989","1575.14228517438","1556.66015549904","1578.902664939","1420.73827020827","1459.83008378832","1485.19749586246","1625.50767298855","","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13678.2757043239","14464.0024499122","14858.1450522939","14975.5723298173","15585.507450352","16279.0965733251","16975.1210483621","17912.753584706","19096.6148932205","19954.2902150512","21584.2512044454","22949.1818514072","24371.5988492666","25046.1107003124","26143.6321744545","27606.9340516269","30720.2222055087","32469.5304500615","33263.2723985249","32092.3648208603","31682.7131000557","31867.9732396862","31720.1199986535","32434.0032017704","33525.7406299089","34903.1274779473","37286.2134326488","39528.9253872668","40696.3876815487","41695.1469476327","37756.3509997639","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6476.32772150478","6889.81006053367","7979.37772588548","8450.57759846529","8412.06677647343","9421.29142254113","10314.2628230149","11663.2715046648","13132.5807216854","14536.3474111754","16634.8927393745","19345.3147116353","22195.1975941957","22802.3421764634","20477.8524315004","21619.4545478307","24557.2361475947","25996.0467779508","27464.5186781161","28945.4653303277","29175.9259267894","31312.7522996878","33821.93290847","36249.3581462876","37851.3007726135","37645.2213607112","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","414.759026584121","384.358677136935","346.362656799369","387.082611624436","394.02067135979","412.961295498846","458.039059871862","466.471079510767","442.219479027356","458.305593695785","482.884385700578","519.271669909084","520.339286837525","503.972469824918","571.403661559689","640.658143594136","711.587039630853","792.35361271386","870.715266913154","928.62556339917","1028.32375916808","1134.78450923447","1213.59597169934","1283.57044925133","1513.70323628954","1657.34470426365","1878.81268193814","2021.56290796009","2154.02087685878","2315.34773012818","2422.8120855231","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14811.6520184258","15488.5954995823","15958.0382035862","16199.721154056","16945.5543320752","17749.4763542497","18345.7616180499","19068.6020859095","19968.3029408759","20745.1305884381","22073.7120284769","23167.7141208656","24186.8860086387","24706.996231344","25864.450418788","26815.1435569608","29125.9659117265","31033.0197788703","32492.6595972008","31816.4081809504","32865.6757719038","34467.2674197305","34936.4881427675","36090.2235109416","37077.0171225769","38222.8041064686","40580.3239964025","42676.6286975399","44642.270615722","46067.2967771679","44791.0384251311","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1822.34539341405","1905.31444551785","1960.5812763639","1981.67756049217","1961.39802114293","1999.1699848044","2070.8298101258","2189.25671337557","2304.88800218903","2343.89423380928","2483.95739418683","2575.03278556573","2582.55414514388","2484.98356714146","2839.04029333427","3067.8356712475","3314.34502932378","3553.57115762909","3749.22806542677","3825.8893525893","3990.19908472346","3967.96587438057","4210.64412140253","4353.92430526036","4418.69374541135","4182.2705905254","4172.75564764933","4322.72443062805","4459.17106512952","4577.45862136304","4327.28593011503","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18136.4022978656","17549.9485045531","17261.2267580029","17468.6738770894","18469.0020534551","19576.5681238016","20082.3382341327","21794.4866492782","23576.9460340082","24767.280673451","26784.7064716385","27795.6749302444","28605.1223159604","29051.48643326","31201.734943443","32051.7940038456","34455.1053330327","37838.3401920009","40083.6972699668","37972.270046867","38956.4722165393","40916.8385790274","40873.0953326066","41493.1416470359","41757.4021894413","42497.7049785783","44934.4482077785","47570.133583848","49580.6051952837","50321.5396907229","50517.027362262","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4198.18563944614","4183.79321108463","4484.83983419493","4623.77466132488","4894.34936884462","5057.03316187587","5335.15377846353","5255.16072530184","5333.52674130282","5841.72997338111","5836.70323240337","6062.25449769842","6344.80659829273","6520.69538201286","7035.74951726276","7272.41971049843","7573.56300502875","7634.16881846066","7777.73869404715","7653.44494047449","7914.10092561106","8263.04546194271","8839.51586223556","9536.32634910738","11346.9457863033","12412.3506858719","12631.9122008691","13429.3006222384","14178.5633985018","14262.9995440375","12078.843228545","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17642.0721436384","18328.0130842207","18951.0435510904","19194.9356144175","19992.615817434","20766.7016373766","21352.8819915166","22243.734348473","23359.4487258962","24307.5028056354","26090.6344736521","27490.0517282233","28523.8861886505","28172.6956506635","29060.4509858357","30498.5768807102","32468.5415789063","34121.3438805071","35095.2656832956","34678.0623193739","35902.9031102393","37440.6334729758","37679.1189105924","39523.8551519345","40144.0268283679","40849.9973780501","42924.613626021","44577.0645745394","46576.6018489382","49072.3638300842","46991.1820282957","",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1769.62994021963","1916.11210045823","1985.91407701065","2145.26948908494","2135.60827399494","2300.6765162134","2251.99356673006","2150.11441875171","2241.81166117747","2314.78467975792","2489.33489950001","2604.77823686281","2664.00776437792","2759.36270856274","2753.53042112328","2910.62480240181","3017.9144443054","3069.22730771649","3079.90160152824","3154.9146810029","3265.53400159196","3422.35584577393","3388.22435736779","3276.42426147408","3213.90713510002","3349.52480552651","3373.95715550678","3490.13048688552","3544.00482035087","3612.09767201253","3553.31602320341","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12387.6525410278","13223.2172676735","12756.43440615","13215.6867359987","13635.1399268813","14240.382842491","14648.8353520846","15374.2630286529","15692.9970899439","14146.9415796728","13852.3502868003","14117.6989406454","13968.8225732337","14199.3111976553","14315.1090497268","14755.3704074531","14366.1874865316","15187.9208196455","14517.8476438716","14177.1735316114","14837.0170141476","15638.7471684984","15356.2354244887","15114.3775115057","15370.9679935145","14699.5360478349","14286.1897045921","15006.8440374987","15097.6916533021","15577.9187568638","15106.3663756107","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17084.5987992373","17413.5926572725","17833.573811586","18666.0429037052","19747.5302943907","20617.4328399473","21968.9288226088","23049.6127188317","23683.5147020119","24463.4963288274","26472.1937143329","27807.1693211993","29062.1238667812","30355.2833801407","32058.4154913466","32747.3540098412","34845.5917720001","35695.2984903994","36863.5847601847","35212.420476946","36576.5865398028","37379.2909657729","38514.0261691783","40218.7472562217","41580.6024876318","42912.8750936201","44635.2995586517","46372.38660351","47573.4880155177","49041.4635475451","46482.8622423026","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5727.25666639775","4638.87230360976","2594.09845162645","1863.12585732207","1731.45929867181","1883.17962314604","2211.25756292787","2568.64333036437","2745.29680458997","2924.39145540716","3104.51566879805","3377.05112661188","3650.85722618158","4157.87940249166","4545.29312196367","5169.06242530316","5860.35839090633","6810.19084575205","7132.20527273598","6986.00455062308","7564.06307018208","8360.29720703065","9826.05275341086","10611.7741169939","11575.547210705","12089.1694050447","12858.4834001898","13589.7073915159","14595.6306437119","15623.1529588881","14732.402156014","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1236.57396262029","1307.49597857786","1349.59243847059","1407.81080783988","1444.52405896517","1494.63888508718","1551.17016078577","1604.15012184818","1656.98810178837","1712.40852187171","1771.53655479376","1837.24933729614","1903.1467390689","1989.76621591995","2104.81052490528","2241.28661214251","2394.92984801893","2500.80421792671","2711.87535105244","2792.96783421253","2973.83342186826","3379.48459855514","3781.86552893947","5294.82002761066","5568.23595709396","5206.02887134007","4992.73033905348","5115.90675022862","5442.8721471509","5774.3338132172","5744.43234431768","",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","882.325307119515","909.840511154909","935.100103945423","979.142408682834","1012.74431653693","1053.57496258143","1091.57933100861","1138.42691550209","1163.03174904395","1195.30317637254","1224.34093577932","1269.79611452288","1329.79939924299","1345.23912204815","1386.43959589011","1442.75764774239","1472.13032304565","1578.98272513826","1638.24924149847","1595.24056141792","1653.71943629807","1743.94910921465","1795.44780781654","1811.33251750093","1804.54328262549","1819.36234274976","2078.64100321761","2417.80379491483","2559.72476578084","2675.59369518887","2817.32238032662","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1556.06201451642","1596.71600780889","1631.09193158211","1665.91957927764","1652.16896085838","1649.8828348456","1665.05345221885","1723.92259932013","1749.54395404232","1830.73347312239","1913.77573032594","2004.7378453993","1908.25810730943","2011.81075527716","2142.75816430151","2091.54609446881","2078.64229154324","2134.51896463704","2244.4966090246","2341.67944907236","2434.88717523517","2215.75710377647","2199.77775031536","2121.48963271537","2027.03635591229","2066.85935860117","2068.74780128011","2072.64683284207","2209.89259276595","2319.00114098602","2275.05625030963","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1012.01777842021","1075.0655419135","1086.78647974899","1110.79773515823","1145.65251827257","1195.9021674086","1332.16561477257","1416.49336414429","1010.41240765794","1015.48991191262","1072.50981869902","1096.47704783482","1078.8038541593","1080.2477096133","1113.75747338842","1169.45304070807","1203.45094585613","1245.39779136994","1278.24675129574","1298.20126740959","1338.98104821401","1439.28343467148","1355.31356354669","1364.38360971298","1378.23754028997","1597.20425429364","1746.75274593369","1925.23773659951","1947.59676042334","2021.30194281608","1948.80234318136","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","653.514887174924","647.61139098875","863.727734302733","949.144535792498","1092.1409936733","1263.42658818172","2063.89673121455","5049.63677286571","6071.11552128622","7429.80526624845","8617.7350665838","13808.0231851848","16076.1818922544","17891.3194541957","24283.6950092741","27963.363619494","29646.2863921709","33506.4476563378","38407.9243001727","37447.9232203122","32965.864655974","34279.977000164","37570.6353966964","34766.0438762572","33696.2164869995","24042.3530728913","20458.778595283","22550.958161123","20875.478210598","19285.0362474418","17940.5207903315","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13304.4747520763","14011.6082833819","14321.4078336229","14341.6823890924","14866.273280714","15424.4720857554","16145.4479061179","17155.9351926701","18033.7959681705","18464.7320754725","19516.1972208894","20954.7818531943","22615.9356074635","23896.6057015271","25460.4527360606","25577.5241052346","28549.1517418687","29320.264816923","30856.0118395987","30359.1494613318","27913.0891911748","25671.5160853562","24911.119631324","25986.6503155014","26625.0618096799","26760.3633030256","27511.8010160972","28604.8609402657","29617.5483399732","30356.2663953863","27948.6497284227","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4726.23725561384","4946.88451682779","4980.46436830481","4944.04799583045","5077.71500269616","5244.90570914417","5538.3846521528","5887.29009210596","6623.56626671992","7154.24188110339","7641.24942559965","7620.79834623061","7976.99384901288","8862.70977596244","9012.66264799437","10495.8283551972","10353.7204895313","11256.6055061126","11554.1986443002","10838.4291881372","10863.4810030685","11116.7478882167","11163.8153053984","11887.3578830457","13042.0556249047","14151.9010690754","15025.683836939","16217.4998498411","17231.5122297741","17580.9007123125","15283.2515158591","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3321.50921722786","3464.99979264553","3619.18384885971","3753.50081465673","3890.18959085535","4067.30334167488","4163.04130508954","4319.34783733149","4479.02509576865","4608.00275074067","4763.6604208456","4863.44667679621","5013.51161965312","5124.38873294152","5313.30678615953","5541.98033488998","5894.58435338262","6310.61154582917","6518.38840007268","6476.42568562952","6618.19053228711","6910.87650155221","7204.73293807874","7446.58800936721","7758.49316980639","8194.44068126819","8221.74642722194","8322.21680991504","8665.34726097301","9019.25606239135","8853.67002080879","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3052.63302733745","3341.7793044701","3662.82949220829","4026.36482627664","4435.26227573764","4741.0964139018","5215.39392259257","5657.77983063355","5656.71192022233","5940.57674242981","6014.27843077742","6299.05574417585","6474.78832851104","6550.23130364102","6826.28668762988","6897.71965252718","7469.20050496154","8219.83673713825","8510.44840898141","8896.99490447837","9319.39241925339","9987.42142760934","10479.7780774689","11023.2296762194","10951.7932372614","11198.3011463181","11296.7699725276","12005.4051046745","12777.1649920039","13635.4261279368","19704.5815079443","",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18426.7634301216","19251.8366109764","20030.3484048521","20624.0155755046","21601.0817876358","22515.3376419111","23516.7984757732","24564.5960754745","25388.5296622085","26411.9894095937","28081.8231053274","28998.7195911204","29934.6659594248","30960.4361965281","32683.37132304","34274.0661661984","36499.6988509902","38276.449666735","39222.4510260164","38185.1668953343","39614.9566588296","41263.3551390624","42389.9303497431","43763.2385132572","44912.3953414653","45696.408904484","47005.8458728773","48896.614928618","50935.8975055762","52239.0052022566","50887.4435355428","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18258.5880447577","19787.589090677","21320.6272212794","22784.6786585392","24126.3977184104","24722.5940945028","25107.7922133395","26637.3840049859","25141.8151024636","25895.6193662605","28253.1936518297","28821.6593999473","29631.0658133959","31165.2222565695","34518.3796002245","38056.7033208245","41697.080015095","45195.0405697743","46773.9048738679","45872.586370668","49185.2278668442","52277.4664432843","52234.5923178244","53691.8374784984","54781.6471649487","56408.936273748","57221.4137637583","59849.2481763342","62529.0574941399","62106.1008812827","59234.1085930831","",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2050.8247030179","1992.19531036978","2101.15145317326","2227.09098884676","2215.97983124417","2335.12768886081","2354.00186924924","2435.42668225385","2479.60702296044","2427.92063851877","2591.33182006218","2648.81186176896","2720.27367721583","2824.6066131014","3006.69595514001","3210.34858637193","3443.77085935893","3671.33194421853","3816.83524756931","3674.23095544369","3778.4619238786","3928.26853820829","4032.58085606675","4142.23845579365","4452.5879909675","4823.39539552507","5147.2451332568","5561.99454219124","5816.74732402308","5978.76439909738","5420.23423361351","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1088.02058461005","1103.02590553705","1091.61903999191","1097.37265184586","1089.12706322341","1135.99574993969","1184.48349029956","1231.58236260939","1254.86795872661","1279.27602081653","1310.74778822351","1356.10554853819","1383.44065611983","1426.76950003316","1504.72503970468","1594.35083172862","1692.45064888966","1784.90650141188","1869.12324474872","1899.81507787905","1983.59325936664","2050.49594037606","2038.33692757165","2173.9236608254","2314.55786891012","2361.40433088654","2452.98121844378","2531.42433576","2627.76146407023","2714.68095985772","2680.64963591912","",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8075.77969012893","8827.54124180988","9558.5388097749","9910.37288775229","9960.33853072506","10683.6035193701","11655.644078154","12769.7752890383","13682.122115102","14675.2614480684","15436.6444120023","17595.7572055905","19493.2350774676","20921.5405553163","20149.5095665253","19967.213732615","21014.7388041606","21397.4867786553","22081.0977857438","22325.0765880566","23301.2728639377","25210.9829651516","27154.0846858541","28877.2382842567","30543.996342705","28780.2145408938","",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2145.61544465798","2215.59649917032","2104.46024462034","1998.88359614696","1764.09824973592","1943.01477846389","2023.21316341663","2077.32186217918","2108.7352530973","2159.02336891696","2188.41921435036","2191.2138063361","2211.94273959824","2293.20810098618","2286.15830483806","2390.63063270089","2466.44105099971","2609.8518414406","2688.51644729548","2824.23566975369","2654.6874953426","2805.72729497687","2762.4402754772","2952.30387694134","2965.47903286886","2898.6246609269","3084.03383445855","3153.29938869996","3241.30326869021","3203.30003894468","3095.19406239663","",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8320.83363235585","8252.91122441366","8409.44499327036","8854.26566225433","9187.36459662996","9349.70749876187","9824.84080482495","10398.1021708865","10873.2478627727","11853.1785173624","13207.9221677974","14526.3882629125","15481.3201097675","16272.0058268918","17112.2021738707","18389.4102769846","19099.8517148115","20727.8899694383","20729.783927124","21751.8338392809","23038.8080197669","23275.2318574574","24556.7153473909","25699.7504973846","26806.5952452257","27947.6376911698","29501.1204204706","31913.0746552476","33514.9417935891","33075.924417477","",
"IBRD only","IBD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2927.93842790056","3036.41359192652","3123.04549024187","3247.73323618297","3375.85611230449","3547.39504473915","3757.18978598619","3960.72017999497","3994.22834694423","4153.86491620274","4446.5240058713","4660.64292850614","4891.34947279196","5219.47997328855","5721.99323043254","6264.82402700784","6992.139305516","7734.12258918543","8349.92618489575","8598.36753578595","9278.74639205171","9990.4501319885","10598.076596886","11089.5825725707","11406.3043779323","11494.2891203441","11903.9199648406","12516.0164676555","13327.053310454","13925.6598326023","13704.8283332941","",
"IDA & IBRD total","IBT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2615.07522358138","2706.10047799833","2776.61962259156","2874.77278189927","2974.2531692981","3115.86032330347","3290.24837030354","3455.47579967674","3483.32380456302","3611.76864389801","3849.79793398333","4027.01694404606","4216.89907822119","4484.01925052346","4897.0920814503","5341.29190784597","5927.89642476278","6522.95970080679","7009.89473993947","7206.33895824538","7741.37565590758","8295.04788592827","8755.76440111429","9151.08957128599","9414.34250635538","9479.44898402873","9785.2842651711","10253.1526470248","10878.7396708685","11331.2092687035","11129.0076099339","",
"IDA total","IDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1315.54251603922","1349.02051038132","1369.86840134706","1377.55796789223","1380.7751512785","1424.11173955189","1481.5056092816","1521.20374631095","1551.02856181846","1585.61423012197","1646.4730925564","1717.48946845994","1790.42326584772","1871.99486505328","2005.16163818735","2145.4069808462","2292.58868299859","2440.10069195732","2551.84735398497","2635.94790942887","2760.27255614871","2871.25431347584","2932.22555339782","3095.39969984715","3267.9400990907","3340.97840149951","3413.34385293392","3535.85970261986","3710.36828758342","3843.55590643637","3806.49112902326","",
"IDA blend","IDB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009.38261568974","2066.61824191805","2124.94354647993","2115.44984112998","2127.95266590196","2168.59108861031","2250.08395378191","2275.88728448317","2305.86409685768","2337.38975793441","2422.47190926627","2521.02250451708","2662.2715930098","2790.42182618961","3012.52852478725","3219.70654594255","3430.44732946012","3635.8179919229","3759.85790261703","3901.32806367926","4060.4540337316","4226.3278192858","4303.04869358623","4474.53952826891","4682.0481828763","4747.14998339992","4730.53843026839","4845.8255452983","5045.5102707613","5134.29962278202","5020.95541922664","",
"Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3080.11768186068","3345.75662948075","3583.24244275989","3842.79093717938","4154.04328127983","4519.46238178211","4888.37453243682","5134.50798942187","4447.17430201592","4484.06918906192","4743.94471656535","4956.36110518706","5190.36506184994","5465.26410319843","5816.18175310762","6254.61438201153","6708.57559394908","7229.53828174622","7710.66630411965","8021.7480651122","8505.74814801885","9095.74172295514","9713.90048730631","10067.465744305","10278.1773057998","10247.2063381531","10494.4738000481","10935.6317158256","11644.7585390353","12311.5032732923","12072.7354777743","",
"IDA only","IDX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","967.457034194978","988.793302951629","990.089148820781","1007.51403297829","1006.22959236523","1051.76693742167","1097.15714510708","1144.3534100732","1174.09497972374","1210.54769753218","1259.45583031178","1317.20853438865","1355.74513444093","1414.59495278094","1503.66901975439","1610.96334968167","1726.72015152728","1845.4179860676","1951.12145708127","2005.87952265713","2111.60050246862","2193.67600054193","2245.74357938619","2403.97961230775","2558.79904698534","2635.82260212952","2755.43879714666","2882.83856943964","3045.89569726023","3204.19001877639","3207.36886423571","",
"Isle of Man","IMN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200.90246203572","1229.30291354714","1299.94595008028","1366.77910307642","1460.26784550526","1573.33256175916","1690.74477516305","1757.51471524373","1852.81042254699","2009.21569230667","2095.64700617136","2206.44816483846","2287.63002432831","2472.10373642451","2695.89367354208","2953.10925891283","3237.29479935858","3525.31445360065","3650.94294321966","3912.41821142619","4236.74434794867","4493.6694656757","4861.15615236202","5057.23341374821","5233.88234251319","5464.85917800941","5839.86481675337","6182.92210857444","6675.36129410783","6997.86398824082","6503.94805437188","",
"Not classified","INX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13735.7259201573","14391.2683609584","15107.9220284649","15803.2819177282","17002.6335803006","18934.281280962","20475.4614771524","22636.2701781348","25092.5136109768","27041.3474221597","30205.6572262763","32567.2821672353","35222.028724352","36283.1208415968","38733.3496935931","40466.2343515711","44232.3730467878","46773.4866018105","44169.0943411644","41471.0799783739","43203.1200753797","45080.1886960425","46361.463694173","47830.6308878373","51098.2666828245","69028.7727189836","71498.6010072841","77749.2019569363","84555.6348017403","87379.6929656668","93350.0875336544","",
"Iran, Islamic Rep.","IRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7197.18595769184","8172.6288294998","8437.03786577768","8588.01103445429","8518.46899192553","8772.38029842041","9268.694055334","9355.09278272662","9539.82703218472","9643.03351169398","10300.5318563984","10484.4093180667","11284.4301742386","12341.6113436569","13070.5594888626","13745.9204152237","14702.9592970904","16150.3345044379","16326.3227349257","16433.260155174","17388.8956144627","18008.8017990523","15950.1005222497","15273.8423174397","15235.7016903585","13588.4688130805","14011.5497101713","14535.8735778483","13795.3174673184","12913.1628381469","13338.013482917","",
"Iraq","IRQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2676.6309444916","3528.63931431399","4569.28909593884","4701.82218151805","4753.77756083702","5210.43676410982","6233.09095304294","8241.01114121753","9533.39382066481","11058.4674567677","11162.5268014724","10107.2853122182","6339.83580001657","9731.94000223657","9972.2761727672","10646.219957566","10953.5285487172","11883.3682503173","12127.6264613821","12717.0171365756","13515.5459272349","15163.3501421971","15535.345982143","13888.076375953","9763.90409031016","9428.60662077185","10526.3709148753","10809.4724101413","11398.043737084","9506.7253259031","",
