"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"St. Lucia","LCA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6820.27684094935","6977.21590260158","7608.28607413267","7744.23982991871","7943.1068324752","8150.82000895558","8429.79506224566","8403.36713055248","8908.04044308141","9160.35821702759","9265.1462394042","9062.02137558626","9173.64072440385","9673.42475329533","10570.7762935141","10749.9007590603","11621.2503420166","11971.2680125042","12629.8233110619","12207.2701410652","12412.8775135974","13256.9264087396","13079.7725223798","13489.6960909185","13760.2507849254","13551.3452289242","14292.0817018376","14928.396096145","15653.2998019908","15843.7159877551","12709.8311166159","",
"Latin America & Caribbean","LCN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6197.93785042073","6520.28327272697","6748.0169147308","6952.59537214164","7325.38491965478","7453.78866011036","7740.2263924246","8160.82788259561","8318.58316914687","8318.96751246952","8691.85689348561","8822.09897955266","8864.90114495758","9092.12402062646","9787.48062876285","10408.7908127211","11285.4158221125","12085.0031079942","12693.7806575956","12490.9873694923","13270.302267433","14142.4093862561","14429.2565053139","14916.7188295725","15237.8465636526","15033.2416416141","15295.0617900671","15928.5586973158","16411.7951789895","16611.8783949663","15643.0166938409","",
"Least developed countries: UN classification","LDC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927.492175664584","953.03562505764","957.786788900781","960.52783307468","963.621569972684","1014.79591347533","1064.75230895382","1108.87607575424","1137.76137491723","1173.93410180844","1222.98193351457","1285.30609756403","1335.94530962096","1397.95908693831","1492.01395926196","1614.95506626369","1740.34649754419","1876.48506262542","1991.85258244472","2046.89016209957","2151.22152462944","2228.13749343657","2282.36338145158","2397.86076673218","2548.295541479","2601.24688313874","2716.40466238992","2841.18714695135","2983.59802851833","3126.22446229315","3124.25790495409","",
"Low income","LIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","786.900478245043","802.190218105217","797.463555777886","807.145599441924","810.400721460558","845.260527906572","883.56344622534","921.742457084582","939.551944208494","959.84540870357","987.859178727466","1034.97384679046","1062.96807193149","1103.94468029381","1167.55484648216","1247.63500600881","1325.53709277636","1408.5650857633","1475.08436371956","1498.95824232794","1579.41349109671","1591.31308674161","1510.46825697807","1577.78800578889","1703.5492989154","1765.26227973827","1873.13177584102","1925.58107699979","1994.96051732731","2066.66427370518","2056.89465597828","",
"Liechtenstein","LIE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2305.30010964183","2463.04105408528","2600.19653301826","2815.65369271819","3008.34906644483","3213.99559362207","3374.20577227887","3634.03928650868","3828.186040917","4029.0469069314","4339.68286403749","4335.36790211633","4542.33736932593","4860.33813415959","5218.68123598677","5670.95512893446","6242.37155825562","6795.34479692121","7287.58522156073","7550.29488741207","8194.26925385045","9007.73419869631","10315.1802471606","10852.0640424766","11256.8560497537","11557.4870517689","12224.2157651465","12584.1047924776","13169.0947047054","13622.8604484357","13224.6134973479","",
"Lower middle income","LMC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2039.16124783068","2111.0198945517","2172.74369018154","2213.19288166109","2265.76076495691","2374.77073306226","2509.26372513312","2592.38456688893","2604.99843820519","2710.149624986","2844.99996402172","2972.35372519217","3106.66501116903","3312.21636531395","3567.16650543834","3842.24391268716","4150.97357934957","4485.96074043766","4682.49233268891","4856.77530813901","5158.02960892557","5434.07626222272","5726.83380685413","5942.60104535985","6101.75931293537","6194.68115752435","6436.75495275535","6728.30974735579","7125.00401999873","7416.11370333617","7135.99800296313","",
"Low & middle income","LMY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2529.40494214822","2617.67927557446","2681.14823946078","2775.73116279118","2872.11292723697","3005.99181525712","3175.70115031389","3332.12441728444","3355.28282625081","3485.9275995671","3719.02957566002","3892.15638531341","4083.92335072862","4353.61614819253","4751.8577451241","5188.10566362741","5755.46066673219","6335.12573951625","6814.63553486892","7014.21622105213","7541.14808534326","8080.97462999069","8536.34420454017","8926.18424350764","9184.90251004185","9243.55946335476","9538.2498336051","9993.18103720812","10604.6340917151","11048.0227138281","10847.0071446004","",
"Lesotho","LSO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","811.940094990794","877.894906224416","938.943821315904","973.121636834426","1031.21693344597","1066.13829471383","1125.26724217896","1167.43386802617","1181.04159790182","1190.56037499073","1256.21619985023","1327.57742729526","1362.29025889422","1459.11030722048","1533.17180210684","1643.78795997605","1770.65411624528","1897.23119034139","2040.72878279478","2027.40340076815","2153.15499407616","2290.12869540648","2308.92903476102","2563.06835117203","2804.17866694461","3077.39783427095","2990.28370292122","2668.29142526247","2677.43631433685","2693.19837267117","2444.07826745447","",
"Late-demographic dividend","LTE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2865.78416284437","2959.50227019712","3022.75748275897","3200.42616210093","3386.68636510272","3615.62209520427","3835.54113112085","4070.06996217002","4180.34711596023","4389.99306321999","4770.18737074368","5090.24787707417","5462.50218555728","5934.72854218011","6551.83424196364","7255.43635562209","8258.65163469711","9289.17224300777","10228.2791989008","10623.6907614228","11551.887394966","12615.9219898069","13452.6290001563","14181.1571947388","14657.9435983961","14676.8908121375","15128.7117776801","15953.2892732613","17183.1923847775","18182.699751974","18331.0034011112","",
"Lithuania","LTU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5927.33017801441","6383.80305888035","7069.56232428404","7762.53790844567","7820.71797164568","8445.89921321294","9436.05410916216","10480.7210077901","12067.6741095107","13030.3604109567","14510.5300945386","16483.8503582706","19094.640961399","20721.0131961211","18116.7302641547","20096.7360969805","22884.8249519631","24703.6858202502","26721.5796712844","28184.4723303858","28834.4276801135","30925.1708493589","33761.871239796","36376.1898152469","38540.7814542339","38880.5452693822","",
"Luxembourg","LUX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29933.350120488","33173.2285085026","34090.7610365154","35879.9117427451","37531.6732445108","38325.315448422","39710.3938903918","42485.5935637368","44267.4522673968","49844.6769627976","55117.2564793938","56125.2294489236","58575.6792717544","60196.5435069655","64692.5970672682","68787.8547494266","78878.4577485144","85109.8794476383","90970.7211980147","86875.8537667967","90361.783087755","94475.0302265023","96636.426643956","100925.011992241","105296.284588232","107859.685999308","113365.176082265","114985.842235989","116965.586110774","117341.915064354","117846.13649183","",
"Latvia","LVA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5514.66596281993","5807.34058917772","6487.46600433201","7068.19507184561","7405.84797519522","8039.50636620464","9044.54639240756","10081.1918636281","11060.9427198934","12278.5848367366","13913.7883003324","15859.3153882025","18236.6092064703","19573.1553855671","17023.7549183562","17706.894512358","19248.419400173","21290.4595879","22639.0683375842","23815.8000623115","24972.7860869932","26721.7261996962","28673.5633962664","30877.0419264807","31883.2591148032","31482.6797134892","",
"Macao SAR, China","MAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27230.5596305217","28372.2857211411","32090.0977239784","33818.328225656","35283.9718130985","36466.8743366692","36240.1722935967","36054.1043014751","34091.0687200897","33060.0538733496","34957.4458328627","35903.6145530702","38757.9138758894","42986.6761913187","54543.3987851778","59366.3996868845","67816.2011331858","78028.4673214714","80531.3992061625","80435.5939149709","99581.1358896986","120804.824153496","134012.014837169","153563.910960352","152856.3410853","116298.72955162","114893.015331393","126144.104058125","135551.807872645","132654.896700257","60895.5156384972","",
"St. Martin (French part)","MAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2547.45499854891","2772.67151314754","2727.31860543347","2723.89393427356","3026.49492572763","2878.07818833918","3246.02319200291","3208.42171591406","3434.52751079975","3477.87895148896","3579.34995276316","3878.29043834641","4014.23916540692","4281.40038891461","4553.55713467899","4793.26702800313","5250.52167643913","5516.87427112371","5886.67211198563","6107.38027064461","6332.12566680149","6712.32317824853","6702.41832426533","6916.01303173881","6609.60910787755","7024.96308902663","7113.00459986287","7312.05677903856","7625.73575345848","7865.90652398288","7369.49263034016","",
"Monaco","MCO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3184.28079690284","3058.13304560972","3175.81155531082","3002.66190609413","2948.04242583586","3083.73543020041","3351.09425092293","3678.12846682428","4004.96099950252","4428.07283180443","4920.41306115406","5327.428299442","5647.72573249059","6218.49981632334","5897.39182807244","6396.08927156131","6913.60229203322","7363.1623193664","8381.67183313924","8827.05410758548","9254.84860512976","10610.4778427993","11651.3174546862","12659.983658527","13577.4065771993","13000.4015858764","",
"Madagascar","MDG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1212.20586442526","1140.33197882247","1145.69760339815","1162.13847103852","1150.94532488516","1158.55258341048","1168.13913028709","1194.69017516663","1216.38344425988","1251.88379447959","1295.84769028038","1360.81804647752","1174.40836053475","1274.20005727529","1336.76551621615","1401.93022091848","1478.50289452799","1559.22791109797","1648.50371739881","1550.57801091411","1534.89112152889","1548.32741597957","1530.9340896198","1535.48843476948","1555.82248042838","1546.83722027581","1606.66740538551","1584.4245185911","1630.18935661644","1687.06922724222","1544.16032907301","",
"Maldives","MDV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6174.43229768463","6649.87679798156","7207.68837563495","7700.56319625192","8140.21773796668","8460.55196629499","8104.62618559633","8594.78380590605","9678.61476132894","10248.2502404748","8940.54434892845","11336.5738366033","12251.6573568451","13345.1670673242","12123.856562913","12712.3432126961","13542.9986741713","13690.7351991166","14774.1856353898","15993.0586879357","16768.7341787765","17411.3472516639","18057.9109233313","19245.0813901631","20335.5893322004","13443.4825854391","",
"Middle East & North Africa","MEA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7630.82884914221","8356.27128354973","8772.34111012521","8977.85865692781","9136.6793067557","9304.44277911868","9719.78459752936","10018.2241420708","10418.7095439424","10561.9414388796","11314.7729092619","11495.9824902554","11638.264552238","12162.4309569221","13249.1608045552","14009.3251042293","14903.5911941203","15751.2517336317","16421.396916049","16318.1180443517","16972.3018175015","17564.6994118044","18143.1663031611","18029.0048276921","17695.7302157061","15928.5189397796","15597.5864436768","16224.6992116068","16533.574115339","16671.3522142576","16011.3874727603","",
"Mexico","MEX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8084.50074120532","8562.72117247636","8938.99416111537","8558.54817996743","9017.45125322814","8485.50697434094","9079.17689538365","9715.4024281218","10176.6354219884","10448.8243676125","11089.4899949864","11136.0219119709","11187.4769618308","11488.2956282873","12090.9912069056","12657.6376721808","13812.9013959234","14297.2213852569","14924.8216140502","14547.6445830778","15255.019052785","16520.2592224915","17162.9273706838","17373.8974567258","18056.7898061476","18301.5004690469","19323.6658689896","19721.2609759241","20096.1566534339","19863.0272301481","18444.0730450892","",
"Marshall Islands","MHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1950.75968651304","1971.04407243626","2123.11806782763","2276.88948520171","2443.27073421422","2686.54316598274","2450.52051416124","2336.80080911357","2348.25357832215","2349.36564639614","2418.29234548246","2606.2933415512","2696.38204630264","2646.63562292303","2692.77029384939","2801.82673284151","2850.283957167","3006.25121118336","2869.19595343828","2978.41654792611","3208.01210799298","3245.58466417689","3221.19465655288","3396.18764714644","3411.16024031588","3483.3315181909","3548.86888038671","3711.89600373591","3912.6987058732","4219.79343990091","4147.93810415505","",
"Middle income","MIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2658.75558862511","2753.93770891889","2824.19412933766","2927.1823539928","3032.76340714419","3176.68903024242","3359.11808313147","3527.46382810519","3553.75325416059","3696.1842513959","3949.33892515441","4136.91756877713","4346.74855663157","4640.86395407108","5073.78885546744","5547.83598404097","6166.35129000009","6799.54444992878","7326.16677811345","7551.03129514868","8130.28259920036","8731.23661098994","9249.24495316636","9681.8350501106","9966.04216452768","10036.2930112714","10363.5686593507","10874.1494748941","11558.6427893781","12059.2427584206","11854.088163521","",
"North Macedonia","MKD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5524.76467775865","5366.98405033654","5140.88965022143","4881.03370640455","4903.32664031045","4946.48073912063","5080.90582911763","5226.71819699558","5448.07386903412","5724.47004032761","6151.79686575444","6049.91561735376","6395.22634785465","6595.4519699919","7172.00498731467","7848.88296708719","8690.23692593986","9350.90777909298","10521.8967333656","11009.9915852452","11361.0093874551","11689.9057671613","11915.6898657268","12727.3364143546","13434.8432361896","13888.2953901276","15137.9958260844","15706.4441718656","16796.2702317993","17546.4797159827","16925.5150547437","",
"Mali","MLI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","803.712188407275","908.524865346705","877.49321303611","902.633259615163","931.36640636669","934.549034530678","992.718398730421","1032.3192907087","1094.12825688939","1142.07474887725","1134.54084522887","1299.11323091031","1320.21236468532","1422.56168591077","1437.30313074196","1528.69378242072","1594.96501250136","1639.39368098739","1693.71971543993","1731.26843862105","1787.16167369972","1826.64755699191","1763.84025100346","1812.96622016798","1915.30447153208","2032.65587188008","2189.00662171156","2246.79742084484","2338.53367649202","2419.88684123378","2347.98817418131","",
"Malta","MLT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9019.40472370485","9644.34277922743","10220.8600373382","10823.3156800745","11570.4157258041","12475.0043770176","13076.1188344186","13820.1671703545","14470.5479472483","15110.4943411224","18355.4967894141","18510.598452046","19599.9414329873","20929.3954917416","21545.4251923105","22306.6228714756","23320.9598431822","25059.1377146874","26523.5326924729","26649.6041313751","28722.7021856242","28973.2708577894","30243.8413140141","32295.8473400221","34344.0217879777","37455.20487447","39887.0994858593","42644.0804444448","44268.5338690565","45888.6881337859","42461.2537065191","",
"Myanmar","MMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400.273998969585","412.652237952448","435.679709963905","475.174774896407","512.331329004791","554.13518024085","594.557321801685","633.515997826567","668.884077358542","726.985650716598","825.901132733347","939.087183797067","1054.92519029011","1202.79183487972","1392.31676831569","1617.62678007034","1874.90036379915","2151.9464749068","2421.71296672503","2676.99756052717","2960.24121524112","3224.50101969619","3547.13065293373","3782.57259536657","4009.96256191736","4105.44337698664","4031.17973614038","4224.54503061412","4575.13099039776","4940.15249914319","5123.82560314223","",
"Middle East & North Africa (excluding high income)","MNA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4593.12241924681","4941.98399870872","5163.04908602604","5306.38714196861","5377.14086507284","5522.79632285147","5837.76192296034","6030.24801183057","6393.81137001561","6655.98629402099","7116.21306902467","7306.12030656126","7511.20507280964","7650.02584107275","8346.33165685552","8818.81792876992","9385.27630264206","10051.8273125744","10437.9769898254","10601.0013956643","11086.6073300061","11043.5665072068","11336.440838757","11229.7398504275","10880.8862244602","10193.6509692039","10149.4242412703","10446.0374445668","10593.1426280521","10665.4317298337","10327.424313331","",
"Montenegro","MNE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6001.79131234555","6770.28791887894","7100.32463176472","7340.86099625212","7842.30215116776","8313.65223425161","10458.7261021072","12459.3179568578","13816.5733090898","13022.1453737403","13636.0150798042","14472.4848211905","13863.8907024936","14870.1529377846","15371.1425541614","16332.8483105714","18199.3830289122","19682.2651956681","21513.2997530468","23072.6737417188","19989.5715793218","",
"Mongolia","MNG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3344.4452198333","3108.88233901657","2852.50522091078","2802.97279716689","2901.77742352827","3127.4770630516","3229.84459517452","3387.67001735567","3510.27712992801","3638.53493182824","3729.25149996333","3887.61721134092","4095.95647262826","4418.13842487967","4963.61772704887","5424.23011840358","5989.65998472923","6689.46229209468","7319.09689240988","7167.24678918012","7581.54667133989","8912.87339142443","10227.5302746287","10549.892056039","11056.2985279189","10648.2739820507","10737.4861306932","11366.3039371032","12317.4409245084","13014.1129028497","12366.9471196704","",
"Northern Mariana Islands","MNP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","307.911557972408","285.404910776201","310.432582680451","324.735974483597","327.317614214531","359.568603749378","396.510189317882","429.868556451255","474.936817743699","478.310707291172","532.549896830386","574.149654439252","606.707277750018","652.795962157088","697.431101166552","766.276874849406","824.482004497989","877.598449107282","914.777067512634","958.937458879074","1023.06508419963","1035.52243745772","1084.98419022789","1139.05178224398","1291.26803368146","1363.67495320137","1283.65986980986","1320.70226453913","1335.98641094402","1297.40453135139","",
"Mauritania","MRT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2637.3401500753","2704.07949154566","2745.56560825686","2900.08047581452","2798.81036421732","3059.28162174416","3214.22845547228","3061.11146287119","3101.7030822883","3178.81968286444","3041.0702253779","3000.57466613872","3005.95073314967","3183.3181662141","3328.10640061893","3621.09155635431","4290.19748727981","4196.50015895176","4142.72234424078","4058.74088785121","4092.07881397772","4225.57126156528","4262.06369701868","4481.25184237154","4295.05148877935","4200.15256326701","4700.10626238273","5108.54913220438","5318.08595433072","5569.9952623887","5390.08609894654","",
"Mauritius","MUS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4943.37543784342","5279.92069262232","5676.76191258098","6034.68598664377","6329.24863287736","6681.33601130701","7110.74814621747","7554.37132502405","8018.50388967647","8241.22060596463","9027.4255262538","9459.23214573263","9696.47890758904","10386.3468050591","11058.2433058734","11536.8766924448","12406.3264296181","13407.9774212466","14353.1130641042","14902.3542077619","15698.522154027","16653.2438040789","16963.5112414049","17866.3068173778","18488.0467911726","19229.8354887212","20701.2189720364","21415.1161096211","22741.3513182703","23836.9168863905","20530.5052278281","",
"Malawi","MWI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","665.283885592748","732.570366277896","688.18453699283","770.836840419344","704.112767772679","830.721851530839","891.670623688794","919.815522130884","940.076521628362","955.323239814569","965.872951048682","914.713240954178","922.255371141584","969.271613218135","1023.58983881031","1061.99455726456","1114.85175571915","1220.0820087804","1301.18411473162","1380.05580229209","1449.88396694258","1508.19213217463","1467.13818103389","1572.83347157144","1530.93075354758","1445.73511225774","1454.3589410317","1472.14686847702","1532.66847458818","1602.14678205936","1591.60540095373","",
"Malaysia","MYS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6814.05547711242","7512.69736359986","8154.09400037342","8946.30626295948","9733.01904766257","10642.1074702483","11620.331451612","12373.3166394774","11302.4638397748","11875.8112949594","12913.1749194477","12976.6757909642","13606.0510296712","14369.8270420309","15450.0485640401","16454.2153771604","17549.6029455376","18784.4843116974","19695.079208937","19193.1918612103","20508.7575347559","21704.7442727685","22985.8016562374","23477.9911663813","24607.6687337619","24801.8884320151","25546.1295181653","26661.5074160333","28239.5000837184","29623.4051587405","27923.6876774494","",
"North America","NAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23399.4256525198","23845.8294780647","24905.4665790014","25859.9217883099","27144.6204052119","28125.3802990913","29380.4132785561","30849.0806488585","32212.6854306515","33860.9911735323","35654.6013720413","36459.9892868756","37333.180091286","38797.9768451061","40951.3325850198","43353.1161276907","45498.8334113801","47154.5630796629","47598.8166950234","46291.2418528326","47642.2963604211","49070.8868996882","50678.7252209005","52229.6301430596","54121.6156909658","55645.0038959822","56863.8457468116","58922.1128700706","61736.816180872","63641.2493366105","61497.65869013","",
"Namibia","NAM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3704.844965739","4020.82357961747","4290.27279412986","4216.55952270538","4280.01537567842","4439.62467466497","4565.59110449699","4744.51299215587","4859.66242226966","5002.82265948449","5202.65565659653","5293.6097178686","5550.08102115218","5806.29946778991","6593.76263973393","6861.14612871679","7442.05620517631","7911.39503668299","8129.63007145251","8067.18288617816","8499.51964031467","8958.93231325387","9341.10668346837","9735.53264349043","10467.228042144","10633.294417575","10427.1217565842","10171.4214953612","10329.6550239114","10227.5826241438","9298.08681409223","",
"New Caledonia","NCL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","763.285245948354","760.782712683071","767.929424179759","762.533840490704","766.612035347933","774.713274705263","762.664283173862","760.9335886616","816.745311200433","797.658048080284","777.079347992688","821.41100107702","843.943189521231","846.471796189349","840.65698030462","896.352693822855","942.319883085811","961.246487390392","1016.56153590448","1005.3741075297","1062.68991377908","1068.24485293081","1158.66902042007","1127.34895266869","1142.51686453172","1145.30940196903","1153.33968949334","1163.22617020833","1229.22378179329","1276.15388335024","1288.25858163086","",
"Nigeria","NGA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2057.82206977477","2081.36560238243","2171.92377201741","2124.30680996479","2077.83158187548","2067.72907645035","2140.00635538955","2187.13500532952","2213.01665664337","2202.40995166816","2306.11452279705","2434.24621930855","2780.79229751906","2964.36299241115","3241.72449622315","3467.10515604015","3690.84024899033","3934.84253684898","4170.73291406376","4420.974011199","4703.20483066808","4922.70234464027","4982.94539878236","5225.17293432225","5507.16949454144","5426.33278732294","5234.67912691071","5190.35612668836","5278.84839470055","5352.67942303108","5186.41158271922","",
"Nicaragua","NIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1974.13722951829","1992.10143863645","1999.93993759935","1994.52409435579","2060.54392979523","2183.49798991955","2319.96522107029","2411.34072176215","2486.2525854385","2656.11980132476","2783.22891252777","2885.20362106677","2911.09479290476","2998.08761692462","3198.34719897089","3392.56217832768","3590.83108463621","3821.59213644485","3974.72954977733","3820.50291722455","3981.08092009041","4263.15777678703","4427.94692395537","4610.29898129055","4941.6997020079","5293.87046224287","5694.05428740789","6004.01408757341","5867.24389067727","5682.21597760341","5569.72155197893","",
"Netherlands","NLD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19164.8034178049","20136.8307694636","20789.3363222993","21400.09421424","22369.0039894425","23433.6526928315","24508.7897540574","26017.0532191171","27708.97207423","29268.5360985179","31870.8335122969","33180.1829172939","34447.2053180645","34149.6192294255","35809.785664396","37625.5617084958","41013.7866357674","43939.1453400262","46420.2016795592","44556.9211528341","45043.9042332404","46599.02103045","47272.1030187972","49241.5178406305","49233.2153954401","50288.5913949377","52288.4150841353","55088.6338006744","57826.6284976675","59004.3249664016","59266.9085805339","",
"Norway","NOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18451.1523670935","19570.0645240873","20612.1900157097","21572.3657140286","23015.468329011","24347.8175026416","26818.3035690277","28608.6541320459","28186.3913161414","30555.0490591114","36936.4865054381","37764.3084400157","37980.3539761745","38593.7083511957","42549.9438731467","47797.5299472052","54160.4818000859","55930.5334666428","61716.5997128422","55364.21942385","57919.6519537143","62076.7406576686","65354.7792483883","66961.2530988205","65892.6892787813","60368.9208717485","58939.9126133093","64050.7561654659","69808.3294106839","66799.1647159421","62644.8457362642","",
"Nepal","NPL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","858.938993167607","920.196529839947","953.631319758758","986.524199629557","1061.82444736484","1093.86845643716","1145.93442617779","1198.48969182851","1222.91937961644","1270.40834483511","1354.49523634581","1426.45437388067","1428.54947569054","1491.05904679104","1581.55906917053","1666.24845791235","1752.4997982394","1838.68764767773","1967.69982881858","2055.85226983614","2169.51535889719","2288.24933744554","2505.39181045661","2702.22496263423","2947.31648725396","2996.22046186766","2989.67500637537","3565.19780740052","3864.32212409671","4119.92233935514","4008.50551633518","",
"Nauru","NRU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4388.56866309097","4413.98469674832","4984.52380321924","3940.87749856642","4893.41995828773","5343.81598292718","5968.35221763453","6662.3894954113","7511.78951965066","9913.08075621947","12677.7294911724","13163.7578750804","13645.4106308139","12975.3923824717","13963.7673923866","14099.4853537362","14340.1724103815","",
